,Dates,3/31/2000,6/30/2000,9/29/2000,12/29/2000,3/30/2001,6/29/2001,9/28/2001,12/31/2001,3/29/2002,6/28/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/30/2005,3/31/2006,6/30/2006,9/29/2006,12/29/2006,3/30/2007,6/29/2007,9/28/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/30/2011,3/30/2012,6/29/2012,9/28/2012,12/31/2012,3/29/2013,6/28/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/30/2016,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018
MMM US  EQUITY,PX_TO_BOOK_RATIO,-0.098287,-0.114897455,-0.083261197,0.198297518,0.409114499,0.485060469,0.557235168,0.643804645,0.622362961,0.954808568,0.953119405,1.396029095,1.567180821,0.956441733,0.907976114,1.246617728,0.967864504,1.178097458,0.811540188,0.307160464,0.636217229,0.229264065,0.240338664,0.270715153,0.078942067,0.242409788,0.16881417,0.346144563,0.219747625,0.335732663,0.358692013,0.1725756,0.109004472,-0.027452327,0.085507376,0.335758218,0.227594697,0.302504028,0.252787956,0.393374679,0.217596274,0.210512438,0.151855606,0.021292337,-0.010351811,-0.017510354,-0.127708923,-0.052324223,-0.113669951,-0.040880421,-0.07676467,-0.111467243,-0.126334877,-0.081489467,-0.062510514,0.12147906,0.023866898,0.089600809,0.13003356,0.147230413,0.051354744,0.006683959,-0.014755651,-0.036997939,0.039365401,0.007056108,0.107702383,0.169114469,0.160875365,0.251006973,0.247415492,0.264521133,0.101588868,0.162555589,0.210928407,0.267038855
AOS US  EQUITY,PX_TO_BOOK_RATIO,-0.641728469,-0.625506421,-0.612183452,-0.641564328,-0.787662193,-0.797587632,-0.798456709,-0.800814521,-0.775693097,-0.676995218,-0.595191691,-0.585410801,-0.559512089,-0.612581241,-0.643381267,-0.632344235,-0.709666164,-0.700298307,-0.761420117,-0.623420422,-0.733638691,-0.670264594,-0.706621049,-0.613082348,-0.362135022,-0.446769817,-0.544738764,-0.671036215,-0.648456885,-0.645828272,-0.611801684,-0.688471115,-0.646440919,-0.635290977,-0.556755043,-0.41168779,-0.598010215,-0.476742093,-0.4679634,-0.455419432,-0.612888258,-0.557266401,-0.304996099,-0.410820892,-0.385672619,-0.412650823,-0.499873035,-0.461073729,-0.458767599,-0.404275276,-0.347033848,-0.308973269,-0.293719848,-0.314840668,-0.274036684,-0.122426723,-0.272833495,-0.23432586,-0.268988261,-0.228615577,-0.191181026,-0.157863429,-0.196735478,-0.160954861,-0.170160213,-0.139480759,-0.10771233,-0.09833071,-0.092970408,-0.034788339,-0.062923225,-0.043520592,-0.091995396,-0.08935553,-0.143926552,-0.161251012
ABT US  EQUITY,PX_TO_BOOK_RATIO,-0.400661652,-0.292472792,-0.264267123,-0.261539729,-0.134887849,-0.227177567,-0.003413201,-0.116584285,-0.228592239,-0.417642099,-0.247677994,-0.323207843,-0.367733339,-0.378871199,-0.425934879,-0.505560989,-0.586783871,-0.539363238,-0.476455289,-0.476100035,-0.505657992,-0.440895619,-0.558868964,-0.611331778,-0.571078825,-0.579289158,-0.522409369,-0.503161938,-0.411703977,-0.489072057,-0.498990091,-0.525903746,-0.457818464,-0.466295765,-0.389289732,-0.228495538,-0.260439597,-0.416829859,-0.509648934,-0.544872541,-0.504793332,-0.467720479,-0.501149621,-0.596447226,-0.614521792,-0.606962913,-0.478839397,-0.500031531,-0.49778146,-0.436425709,-0.468996983,-0.490184091,-0.389103734,-0.398917846,-0.448417177,-0.48544209,-0.436760777,-0.425413204,-0.398825869,-0.317988396,-0.320066612,-0.284314974,-0.280034578,-0.264015376,-0.296789902,-0.287268747,-0.305820116,-0.309917722,-0.338925186,-0.332918553,-0.316451236,-0.290268696,-0.248911959,-0.257330067,-0.236229291,-0.199962559
ABBV US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.350154015,2.624898347,2.430324525,2.364700255,2.692019023,2.135161161,2.262612595,2.603064028,4.7825779,4.941104301,0.848534675,0.625348914,0.707122669,0.670273245,0.412035065,0.570899784,0.83585476,0.780102689,0.839810149,1.052423414,1.365908882,1.327739819,1.797511129,1.855204285,2.189387513
ACN US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,3.815346491,3.916451696,4.105581245,3.785436619,3.791421006,4.069617358,3.972266664,3.733064182,4.260227766,3.582075472,4.010994765,2.540371734,2.729449746,1.999670473,2.632485373,3.898627866,4.05948545,3.376210216,2.706181312,3.825298768,2.975178823,3.344359334,2.710432661,2.654922609,2.368481029,2.149481261,2.253082188,2.897539291,1.801667075,1.821212483,1.848742892,2.486057775,1.94489224,1.816770091,2.1528142,1.346329448,1.670062472,1.926937939,1.556661094,1.441654383,1.130925515,1.45534919,1.860654363,1.350536366,0.820717314,0.914989801,0.891104588,1.386072607,0.977306483,0.96603754,0.859356893,0.442149806,0.304460849,0.259222903,0.200038768,0.153749568,0.191332651,0.082860527,0.229670313,0.167995564,0.120949192,0.186402835,0.202227871,0.185535577,0.032602722,0.146020578,0.129112092,-0.002733904
ATVI US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.428721971,-0.57982884,-0.438931599,-0.42710913,-0.508377564,-0.626654705,-0.537956784,-0.533330939,-0.571659661,-0.580867699,-0.633680037,-0.621443553,-0.509825089,-0.562883824,-0.558492868,-0.582255733,-0.639236604,-0.651810067,-0.543714948,-0.598333084,-0.543971091,-0.552515586,-0.488158854,-0.484774526,-0.484302119,-0.418961132,-0.382763583,-0.339533414,-0.270617393,-0.235005749,-0.285347966,-0.247866231,-0.241584938,-0.29064843,-0.232818197,-0.191025342,-0.153521223,-0.167545464,-0.166610987,-0.135175983,-0.131294913,-0.267507533
AYI US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,-0.767304696,-0.701333314,-0.606032562,-0.674955885,-0.694194627,-0.662172468,-0.583680714,-0.58644579,-0.451249788,-0.497588814,-0.444594997,-0.533974367,-0.38168577,-0.484995957,-0.490371797,-0.465669349,-0.438608886,-0.292000248,-0.245099016,-0.14774822,-0.08124815,-0.105692306,-0.095645959,-0.305715606,-0.014284624,0.003721267,0.055733005,-0.007811844,0.006876986,-0.283545101,-0.27567268,-0.290626512,-0.256304813,-0.157957407,-0.21726481,-0.094466384,0.04014324,-0.037616589,-0.094137075,-0.295367466,-0.134096482,-0.116984855,-0.222496455,-0.074842655,-0.081605454,-0.180101668,-0.131608574,-0.076980051,0.06356601,0.169295077,0.188462124,-0.023304257,-0.094796421,-0.049092061,-0.058033262,-0.083756335,-0.047406656,-0.069694589,-0.073835856,0.003003442,-0.097432906,-0.169232317,-0.110662056,-0.200228357,-0.218529581,-0.24179461,-0.289352572,-0.265788847,-0.301874043
ADBE US  EQUITY,PX_TO_BOOK_RATIO,3.183735886,4.160521995,4.010576959,3.068788506,2.922687245,4.019185351,2.288945021,2.98110638,3.782618262,2.403281617,1.71033743,2.86696742,3.791421006,2.746979729,3.280701149,2.387966763,1.853959819,2.462492725,2.643120404,2.981510044,2.947078889,1.415689883,1.370837439,2.922416581,0.199509497,0.201924752,0.462623859,0.529104148,0.480570356,0.364439514,0.696505329,0.762300861,0.683574341,0.688920937,0.777649892,0.10425244,0.101864232,0.326116244,0.393023948,0.510088509,0.250472906,0.005051015,-0.067196079,-0.047924811,-0.070888366,-0.111966363,-0.22381036,-0.239371977,-0.199301087,-0.195690862,-0.243951679,-0.191923216,-0.183495002,-0.151130043,-0.086776928,0.065350512,0.123278557,0.240520177,0.154434401,-0.049586214,-0.060692718,-0.03830741,-0.052525943,-0.065344187,-0.048108589,-0.081846143,0.040735729,-0.027062469,0.067756328,0.150714566,0.175099387,0.164851814,0.134687296,0.321727598,0.391336977,0.310208904
AAP US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,0.771511649,0.634200982,0.80571531,0.899644887,0.533629757,0.540128943,0.71208193,0.769089935,0.82236501,0.618735143,0.670776754,0.131323098,0.277903622,0.769144354,0.858840348,0.513973013,0.568929877,0.363862725,0.006755985,0.145779265,0.090096112,0.143659132,0.0900434,-0.182927923,0.087909366,0.048291726,0.235642492,0.303077469,0.265283669,0.536739987,0.400006565,0.086084347,0.080226937,0.035035954,0.436405675,0.639089987,0.646999808,0.511673915,0.54756646,0.815141426,0.735523263,0.880082387,0.463976339,0.374626124,0.201329259,0.158315132,0.137778862,0.020281936,0.268212741,0.348336967,0.338245923,0.17066672,0.022359452,-0.078370364,-0.09331666,-0.050305356,-0.182151368,-0.169417649,-0.190517141,-0.219945589,-0.2007541,-0.247737419,-0.313621015,-0.354916403,-0.354605951,-0.279534788,-0.292033316,-0.28018576,-0.26188101
AMD US  EQUITY,PX_TO_BOOK_RATIO,0.010713158,0.23066848,-0.250643388,-0.494991725,-0.143465746,-0.187840021,-0.766101673,-0.546393143,-0.618289954,-0.751626176,-0.81144547,-0.716488713,-0.683232284,-0.691974163,-0.424694455,-0.313244512,-0.241011523,-0.285786273,-0.430322239,-0.117155163,-0.314893601,-0.235844347,0.08550592,0.261927979,-0.014680256,-0.244919402,-0.254209697,-0.480040873,-0.653363681,-0.533910347,-0.535427352,-0.604761562,-0.576855034,-0.196959646,-0.125172372,3.354854674,4.536612371,4.011503528,3.951061484,3.022900151,1.771151607,1.436384321,1.745278766,0.762534467,0.708301077,-0.051389019,-0.257543552,-0.248370838,0.378859754,0.077058763,-0.262634792,-0.093182954,0.047290707,0.926463915,0.410664928,0.241112098,0.338225526,0.457970538,0.115602505,0.577027468,4.941104301,5.319945296,5.480561911,5.501256677,5.20387184,5.374679955,0.739348308,1.221461704,1.728302825,1.62701423,1.341544633,0.585974278,0.189163206,0.484594078,1.12400129,0.501744292
AES US  EQUITY,PX_TO_BOOK_RATIO,0.125037817,0.101222964,0.409124836,0.112394998,0.291835793,0.032256209,-0.633581173,-0.623373323,-0.796250138,-0.860410284,-0.858842268,-0.883906456,-0.861319665,4.069617358,1.162593884,1.998065451,0.45834018,0.65305722,0.325435265,1.339835535,0.860583099,1.304125952,1.069612934,0.700050991,0.22725938,0.336240236,0.362370871,0.295665396,0.427291835,0.164816987,0.010968024,0.149546931,-0.092654672,-0.172282504,-0.446397201,-0.442621751,-0.540325855,-0.380056737,-0.339439425,-0.466101016,-0.62586682,-0.649762767,-0.646097218,-0.616723283,-0.610672647,-0.623374305,-0.574482918,-0.560592189,-0.563453632,-0.55639973,-0.519506397,-0.537259123,-0.480918769,-0.536806187,-0.499875326,-0.504262642,-0.482924449,-0.46569251,-0.51031572,-0.422027525,-0.412805086,-0.355044473,-0.349455008,-0.323498272,-0.337230561,-0.285913799,-0.320160358,-0.318674664,-0.34476545,-0.357527479,-0.369697847,-0.315194121,-0.292048435,-0.304840065,-0.318185893,-0.278760579
AET US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,-0.835656175,-0.861124715,-0.879030354,-0.868093455,-0.778189738,-0.778182906,-0.766214422,-0.67770595,-0.64549109,-0.673523579,-0.727217508,-0.562386973,-0.626918587,-0.561222313,-0.436908058,-0.3125111,-0.274390494,-0.270131534,-0.290153697,-0.311612947,-0.410595521,-0.424590391,-0.378425068,-0.401923539,-0.342919272,-0.280530066,-0.241940441,-0.401269267,-0.395176947,-0.412619537,-0.353187676,-0.395618705,-0.523622448,-0.588088626,-0.573246786,-0.549788069,-0.627081242,-0.619456798,-0.662652116,-0.602070391,-0.547139768,-0.527867005,-0.536362336,-0.496251504,-0.589472623,-0.628693789,-0.556920471,-0.522789389,-0.51655515,-0.514992752,-0.586635271,-0.544412946,-0.551149656,-0.536601604,-0.407492165,-0.369254923,-0.296021872,-0.301035375,-0.297436992,-0.329527271,-0.301981096,-0.357763659,-0.326540502,-0.302947829,-0.284819288,-0.279784028,-0.251731102,-0.246444837,-0.25839448,-0.267671026,-0.222235047
AMG US  EQUITY,PX_TO_BOOK_RATIO,-0.351733284,-0.349960617,-0.256916802,-0.278271287,-0.335240455,-0.208400695,-0.145950248,-0.088448354,-0.132293132,-0.168324102,-0.275192636,-0.244118042,-0.356680669,-0.168047702,-0.20737211,-0.211518091,0.286546987,0.137314525,0.11271283,-0.034687442,-0.064361298,-0.042984264,-0.061025361,0.011768115,0.170716385,0.602715832,0.853935046,1.058149192,0.939587863,0.939740321,0.797901657,2.161685421,0.20889554,0.145191645,0.144524668,-0.102057127,-0.244122824,-0.074646277,-0.09094433,0.017415925,0.050129806,-0.225526049,-0.187726379,-0.064249304,-0.043011224,-0.125964316,-0.208729639,-0.14840523,-0.154561484,-0.098886857,-0.030268874,-0.059342993,-0.078652686,-0.007449375,0.084717511,0.296883746,0.022815812,0.015788814,-0.034530738,-0.147765366,-0.155987916,-0.160513171,-0.219286624,-0.254138414,-0.27553967,-0.286625017,-0.329136288,-0.331337725,-0.320720816,-0.327234302,-0.300198013,-0.292917306,-0.261540061,-0.318238155,-0.350890207,-0.36663579
AFL US  EQUITY,PX_TO_BOOK_RATIO,-0.375579445,-0.361091282,-0.192524572,-0.184553779,-0.359657205,-0.338367942,-0.355304021,-0.494023345,-0.400527084,-0.300382949,-0.208855965,-0.326507179,-0.29554248,-0.473925534,-0.387192292,-0.373637882,-0.329191669,-0.205568896,-0.356587885,-0.403506498,-0.484872724,-0.410110442,-0.378503991,-0.365977399,-0.376978676,-0.269670236,-0.368960918,-0.44497575,-0.440116978,-0.362703723,-0.306075399,-0.230255271,-0.057401009,-0.043871748,0.21305363,0.077725737,-0.325428789,-0.230770762,-0.257147096,-0.266367773,-0.225288177,-0.388574865,-0.388326146,-0.379337941,-0.436469671,-0.529280312,-0.552380808,-0.546814429,-0.550704005,-0.583340979,-0.609332317,-0.563066237,-0.544573033,-0.502273305,-0.496282483,-0.54554413,-0.578257896,-0.647405842,-0.64249916,-0.486705511,-0.466706164,-0.399803408,-0.36847894,-0.346927099,-0.397416953,-0.360165997,-0.429434519,-0.398431846,-0.405809488,-0.424962328,-0.428624732,-0.406425449,-0.330271864,-0.374809744,-0.390018478,-0.378990113
A US  EQUITY,PX_TO_BOOK_RATIO,0.48151321,0.146673181,-0.207857683,-0.162542947,-0.487684976,-0.489834706,-0.65925851,-0.566588032,-0.455747551,-0.583516781,-0.717075902,-0.758154615,-0.68766331,-0.522872669,-0.120170278,0.097473238,0.064359563,-0.059768395,-0.359414761,-0.360535512,-0.458500903,-0.422657342,-0.203894232,-0.217522211,-0.30565164,-0.377474666,-0.324231576,-0.233050912,-0.285586058,-0.182025132,-0.169059522,-0.165952667,-0.251074328,-0.099691379,-0.188758262,-0.358717538,-0.317012351,-0.177352963,-0.038086148,0.069339145,0.066442639,-0.055506813,-0.026179466,-0.051941154,-0.068876313,-0.075613923,-0.350500629,-0.386288164,-0.324177894,-0.380888209,-0.424847176,-0.43456619,-0.44942317,-0.465971773,-0.362895737,-0.402474627,-0.427826551,-0.448792569,-0.435667997,-0.361365314,-0.293163773,-0.280216398,-0.27612147,-0.246641189,-0.273692947,-0.248520344,-0.260690085,-0.257329171,-0.236886472,-0.20272105,-0.188708696,-0.207727916,-0.187522174,-0.210405778,-0.192500788,-0.162832846
APD US  EQUITY,PX_TO_BOOK_RATIO,-0.536246286,-0.476644078,-0.392333644,-0.398717718,-0.438032838,-0.385716953,-0.415522544,-0.391371695,-0.343711673,-0.297136292,-0.296441101,-0.371613818,-0.357875552,-0.455173602,-0.428002253,-0.417797858,-0.469561658,-0.467818011,-0.430243715,-0.436024258,-0.407236054,-0.392777611,-0.481923474,-0.461297644,-0.427590171,-0.442028002,-0.404412801,-0.440921345,-0.420357178,-0.396356687,-0.249260747,-0.228239408,-0.203193506,-0.121551934,-0.266499314,-0.291610798,-0.138480649,-0.148235532,-0.072181987,-0.081728968,-0.252500134,-0.263918679,-0.163494342,-0.195266321,-0.249698652,-0.233151221,-0.23122861,-0.257956581,-0.301483557,-0.350664089,-0.344574799,-0.343960779,-0.363517217,-0.359675934,-0.326555015,-0.353484089,-0.326733155,-0.311522297,-0.261950765,-0.248738102,-0.240932198,-0.257616119,-0.240091089,-0.245440791,-0.226272191,-0.227863873,-0.218367403,-0.208566338,-0.295355485,-0.287322794,-0.29047631,-0.272570285,-0.251379081,-0.270857689,-0.283307137,-0.26075971
AKAM US  EQUITY,PX_TO_BOOK_RATIO,3.918614587,0.083743697,-0.337394269,-0.582328378,0.64755154,1.812773061,0.839805125,3.908984534,3.815346491,3.916451696,4.105581245,3.785436619,3.791421006,4.069617358,3.972266664,3.733064182,4.260227766,3.787504293,4.010994765,4.658981518,4.112261543,4.532773187,0.955206221,0.573048864,1.279489642,1.785978121,2.608185956,2.074964709,1.22713274,1.006205733,0.107654329,0.322227781,0.109925914,0.320588191,-0.285897129,-0.27431439,-0.047845141,-0.155633166,-0.265237634,-0.081687726,0.047082354,0.394103709,0.622824139,0.294306535,-0.033709123,-0.188834428,-0.36393285,-0.168247439,-0.166221598,-0.215089646,-0.099800581,-0.113634837,-0.294636439,-0.198087689,-0.122194898,-0.223643697,-0.113362815,-0.09246878,-0.135443401,-0.216131754,-0.189854964,-0.193844127,-0.188232254,-0.259650769,-0.273473406,-0.262775852,-0.301328358,-0.246166917,-0.285141658,-0.331290133,-0.339816737,-0.277997021,-0.236661132,-0.249141407,-0.257307353,-0.268154951
ALK US  EQUITY,PX_TO_BOOK_RATIO,-0.620772752,-0.62901052,-0.581886455,-0.604921177,-0.786060511,-0.746232888,-0.844326132,-0.780996146,-0.764280394,-0.823642942,-0.834719842,-0.761501085,-0.815764744,-0.757626805,-0.711480564,-0.803415952,-0.781529665,-0.831506251,-0.799582945,-0.607664394,-0.688453327,-0.615840798,-0.734734406,-0.647235622,-0.595967281,-0.589778626,-0.594477227,-0.579319003,-0.581021594,-0.747369059,-0.84390115,-0.832622383,-0.804689938,-0.804446222,-0.744779042,-0.338968033,-0.508287811,-0.628823685,-0.597334955,-0.576216184,-0.490308971,-0.404175328,-0.462726651,-0.46300097,-0.449650077,-0.413676535,-0.431948734,-0.327907354,-0.411988056,-0.413337085,-0.504215075,-0.40399037,-0.255379076,-0.403052065,-0.397194625,-0.439092615,-0.321372619,-0.354896586,-0.409759121,-0.255252824,-0.239491656,-0.240570999,-0.186600664,-0.208960264,-0.222701429,-0.28905977,-0.315873461,-0.245952516,-0.25364405,-0.279698136,-0.332672638,-0.329052372,-0.295901723,-0.336918888,-0.349697771,-0.343655815
ALB US  EQUITY,PX_TO_BOOK_RATIO,-0.506771366,-0.525206759,-0.479033243,-0.464105893,-0.567840255,-0.575363356,-0.62901013,-0.584250003,-0.515611075,-0.380157962,-0.383884894,-0.382878694,-0.446247121,-0.460018199,-0.511193379,-0.568695619,-0.564690041,-0.544533173,-0.437899838,-0.427033874,-0.555649435,-0.513007957,-0.547637574,-0.562521771,-0.484490844,-0.465270077,-0.369066745,-0.171358211,-0.09823265,-0.206400093,-0.156859254,-0.241906274,-0.265749135,-0.20614556,-0.303010646,-0.272859163,-0.18985268,-0.217695874,-0.140296611,-0.115918284,-0.018491649,-0.001255556,-0.031922533,0.022911831,-0.082115039,0.006473206,-0.261298468,-0.190325389,-0.168470169,-0.140858773,-0.282759416,-0.206407841,-0.26355038,-0.124379219,-0.205438908,-0.30187628,-0.277899726,-0.196250895,-0.300384708,-0.278801852,-0.424510683,-0.368246693,-0.356651606,-0.319402176,-0.350067225,-0.282217542,-0.306723021,-0.319438468,-0.286887101,-0.298348871,-0.238510546,-0.24843491,-0.274850648,-0.296955523,-0.30453133,-0.323966322
ARE US  EQUITY,PX_TO_BOOK_RATIO,-0.585745136,-0.566266547,-0.529015426,-0.55535004,-0.637175283,-0.645369793,-0.592123799,-0.637304374,-0.6424622,-0.576433165,-0.436040218,-0.574617258,-0.536560374,-0.561838264,-0.559942056,-0.523807497,-0.448170458,-0.536194569,-0.397145706,-0.342402366,-0.524348301,-0.401670388,-0.437067671,-0.470428067,-0.367351166,-0.528997188,-0.5490071,-0.565585163,-0.536363119,-0.568791757,-0.606470199,-0.56755352,-0.507371531,-0.448596077,-0.307691586,-0.513013145,-0.597414712,-0.731487361,-0.666875056,-0.658864423,-0.622819367,-0.561987109,-0.599041121,-0.616399385,-0.591456082,-0.610100385,-0.574330279,-0.596643526,-0.580097692,-0.579434091,-0.602661796,-0.606061093,-0.571875719,-0.641244944,-0.624250515,-0.727111297,-0.655470631,-0.663660067,-0.643001838,-0.455637816,-0.421724999,-0.385361543,-0.348520736,-0.329705595,-0.364563357,-0.320960754,-0.357877471,-0.354821337,-0.363952047,-0.366308771,-0.379642306,-0.354890887,-0.301285305,-0.336310651,-0.365912564,-0.35901362
ALXN US  EQUITY,PX_TO_BOOK_RATIO,2.015616264,2.584927875,4.09343046,1.845701243,-0.535272724,-0.502133557,-0.598880994,-0.473109654,-0.502248998,-0.634240534,-0.594296523,-0.48327278,-0.454561516,-0.180535068,-0.064516573,-0.124611602,0.46282921,0.308547771,-0.009274732,0.391670069,0.701448464,1.107611746,2.915188547,1.792646853,4.112014996,3.976561629,4.063640103,3.019093147,3.658748555,4.068754731,3.864759537,3.835726151,4.148516296,4.245105908,4.220510302,4.011660848,3.610367507,3.020102296,2.52306997,1.49221683,1.313173304,1.164648588,1.613299384,1.764936103,1.963472306,1.764573761,2.552293967,2.356687634,2.458208111,2.065746191,2.406732643,1.457130967,0.868672533,0.917686992,1.063109486,1.628170095,1.427906803,1.422759003,1.286256413,0.585146318,0.342544584,-0.141321915,-0.168368831,-0.143396403,-0.226375504,-0.258399525,-0.276866485,-0.275104356,-0.292203069,-0.295967117,-0.262560225,-0.30054582,-0.272837104,-0.274135405,-0.28168215,-0.317879265
ALGN US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,-0.219421059,-0.116706972,-0.707115344,-0.326131934,-0.088946128,-0.076574404,-0.073732688,-0.0783971,1.489214693,4.069617358,3.972266664,3.733064182,4.260227766,3.787504293,3.224396826,1.335599388,0.529785159,0.579801171,0.471140256,0.372660104,0.758531041,0.606667344,1.707531739,2.778020426,2.387258459,2.984262925,2.64838465,1.303337912,0.451507632,0.459689174,0.683506826,0.140882575,0.051762607,0.269042637,0.55067386,0.896151464,0.730177751,0.26085436,0.494438806,0.268297471,0.175486082,0.271981777,-0.081337231,0.153364028,0.116171063,0.343541087,0.470839916,0.077011393,0.143513176,0.372036495,0.478712979,0.742057602,0.356724629,0.524991385,0.287329968,0.018005391,-0.073981957,-0.006076638,-0.075280192,-0.091937222,-0.054501093,-0.05709368,0.062617876,0.028534397,0.089511314,0.319393002,0.464379717,0.503595393,0.368517011,0.817732877,1.053793692,0.413722244
ALLE US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.220217452,-0.242183844,-0.249912104,-0.244859704,-0.28080974,-0.288956627,5.319945296,5.480561911,5.501256677,4.742485449,2.003626763,2.720266834,3.05563568,2.615963309,1.65021541,1.218583388,0.713534947,0.359500572,0.362186563,0.361637134,0.297060327
AGN US  EQUITY,PX_TO_BOOK_RATIO,-0.226797653,-0.02082272,-0.013330585,-0.078843589,0.145584442,0.159782463,0.306106037,-0.406090004,-0.536912423,-0.515716453,-0.401458459,-0.377316956,-0.336068934,-0.192479506,-0.22506883,-0.228650962,-0.323843869,-0.671821973,-0.576534559,-0.517181517,-0.60132773,-0.543534436,-0.448020021,-0.532659109,-0.598620063,-0.735589417,-0.685452757,-0.571977242,-0.604925647,-0.510472885,-0.529736075,-0.622528488,-0.508873139,-0.520387036,-0.493768314,-0.422747512,-0.282512896,-0.341262168,-0.403739939,-0.467420748,-0.457073814,-0.408047784,-0.455612658,-0.392617786,-0.379199057,-0.208292789,-0.144285505,-0.329919522,-0.336000276,-0.212647841,-0.143893858,-0.199242032,-0.194123548,0.131942318,0.138492356,-0.28108088,-0.162007048,-0.103935802,-0.475630919,-0.377603014,-0.486406292,-0.378233584,-0.361600536,-0.329368641,-0.385071026,-0.360103701,-0.445299834,-0.42225046,-0.422235233,-0.444077239,-0.460884557,-0.436287066,-0.352191413,-0.402741438,-0.426059714,-0.428660198
ADS US  EQUITY,PX_TO_BOOK_RATIO,nan,nan,nan,nan,nan,-0.358114952,-0.168248989,-0.131439508,0.126831925,0.354640741,-0.095358066,-0.017359381,-0.025050801,0.062404766,0.125516437,0.080468863,0.225183911,0.560206857,0.407571724,0.343944847,0.249060817,0.094061515,0.013234362,-0.011916066,0.156886154,0.500479441,0.318523417,0.470808381,0.407996191,0.631174003,0.571526177,0.519577323,-0.038153123,0.484078256,1.946386998,1.212802558,1.179247676,2.575470084,3.951061484,3.766435297,3.242067203,4.129040919,3.725147336,3.97636406,4.28406503,4.15873191,4.145521783,4.096808842,4.021636992,4.034627868,3.021805596,2.473706848,1.718605167,2.391679532,1.933500212,2.688045531,2.291856975,2.515866784,1.867876115,0.178330845,0.299356941,0.183310138,0.078102806,-0.011584242,-0.00707388,-0.088215957,-0.007459623,0.031770512,0.166815179,0.217243892,0.060921088,-0.010778854,-0.140888489,-0.114000356,-0.152519107,-0.247804691
LNT US  EQUITY,PX_TO_BOOK_RATIO,-0.690181435,-0.698831741,-0.60911683,-0.663471237,-0.833861817,-0.813579268,-0.77699268,-0.81803152,-0.865187115,-0.883895846,-0.837593803,-0.928871695,-0.912231645,-0.872201524,-0.885015929,-0.951915111,-0.88520672,-0.923147515,-0.870431531,-0.762268515,-0.906698634,-0.758804317,-0.825422654,-0.824935625,-0.758830183,-0.766051981,-0.740941128,-0.806329148,-0.69649707,-0.749082418,-0.764942848,-0.755917098,-0.7236031,-0.676035467,-0.70538425,-0.63342276,-0.605354748,-0.701853816,-0.728286092,-0.757266966,-0.696388451,-0.643677479,-0.664475031,-0.672174737,-0.646539681,-0.627597825,-0.541848726,-0.55824466,-0.566490362,-0.546144149,-0.598761237,-0.583773131,-0.526436248,-0.560041821,-0.560718058,-0.637767212,-0.581768521,-0.581498299,-0.59587575,-0.428727758,-0.430578132,-0.387740112,-0.351337091,-0.321666085,-0.344836994,-0.310822003,-0.363408707,-0.339297363,-0.351428661,-0.364627085,-0.365290463,-0.347501978,-0.296406169,-0.326764724,-0.352959434,-0.332376071
